RegionSet,Region,Metric,Weighting,Period,SlopePerDecade,SE,phi,pValue,nStar,StartFit,EndFit,nYears
world,"Europe",AnnualMean,pop,1990-2022,0.0190750392000719,0.330005611776617,0.383844316335089,0.953906212733246,213.64877826251,34.1852507859845,34.2462909114247,33
world,"Europe",OSDMA8,area,1990-2022,-0.919513285565519,0.356838727747925,0.342859510183968,0.00997105344764391,16.9930944844814,44.2677388714692,41.3252963576595,33
world,"Europe",OSDMA8,pop,1990-2022,-0.821155371203704,0.403678552112424,0.325582594100774,0.041933316939207,19.8946688508703,44.2072552789558,41.5795580911039,33
world,"NorthAmerica",AnnualMean,area,1990-2022,0.732588429521924,0.312032964096151,0.322495382123013,0.0188850749981819,18.0810412626643,32.847378042158,35.1916610166282,33
world,"NorthAmerica",AnnualMean,pop,1990-2022,-0.0276477148358381,0.214462300564024,0.212230873293915,0.897423773395623,125.157717880276,37.8636937906647,37.77522110319,33
world,"NorthAmerica",OSDMA8,area,1990-2022,0.0647983360863444,0.344920124057783,0.426305863860108,0.850982668816229,97.3717426750578,39.3537373367932,39.5610920122695,33
world,"NorthAmerica",OSDMA8,pop,1990-2022,-1.05052353089377,0.33508223691442,0.342813905553532,0.00171782937416515,14.9105468107941,46.1742018142155,42.8125265153554,33
world,"Oceania",AnnualMean,area,1990-2022,-0.987371756532786,0.382236696292091,0.256291649319732,0.00979049486866564,16.9654067084714,27.0388140008619,23.879224379957,33
world,"Oceania",AnnualMean,pop,1990-2022,0.163134354514762,0.462126035938386,0.216461976634902,0.724082172400486,63.9449857834599,25.9679522340273,26.4899821684746,33
world,"Oceania",OSDMA8,area,1990-2022,-1.22035443009758,0.447368082034302,0.27321516322092,0.00637479810658367,16.3599698404194,30.3808549441315,26.4757207678192,33
world,"Oceania",OSDMA8,pop,1990-2022,-0.211558345824566,0.493926687336481,0.246675328882067,0.668418650456899,56.2105769141799,29.6167043477526,28.939717641114,33
world,"Russia",AnnualMean,area,1990-2022,0.948243872657785,0.35908662114974,0.0201786521203492,0.00827323381454898,16.717934111334,29.939218989597,32.9735993821019,33
world,"Russia",AnnualMean,pop,1990-2022,-0.303191124880329,0.632793886939543,0.316525669481329,0.631845485676745,52.1627345014702,32.1898470936019,31.2196354939848,33
world,"Russia",OSDMA8,area,1990-2022,1.1505570378778,0.346307324517824,0.0315989717635396,0.000892599726500768,14.3449433947039,35.3649162382538,39.0466987594627,33
world,"Russia",OSDMA8,pop,1990-2022,-0.292359798221007,0.749692420008347,0.309576328264891,0.696556516161965,59.8375036804396,38.5400397735501,37.6044884192429,33
world,"SouthAmerica",AnnualMean,area,1990-2022,-0.846001538912891,0.5187167217938,0.494250618682197,0.102900666187448,23.0516784688842,26.9094824872554,24.2022775627341,33
world,"SouthAmerica",AnnualMean,pop,1990-2022,-0.759301047554005,0.476442018048143,0.424062999844753,0.111005406182008,23.4095928662037,28.810208834476,26.3804454823032,33
world,"SouthAmerica",OSDMA8,area,1990-2022,-1.02166476190208,0.49109033534301,0.363009011711393,0.0374887793486258,19.5989048685073,30.4728445798772,27.2035173417906,33
world,"SouthAmerica",OSDMA8,pop,1990-2022,-0.76329950379852,0.403678671128849,0.290008455045586,0.0586431504486174,20.8876880078689,31.7357556534457,29.2931972412905,33
world,"SouthCentralAsia",AnnualMean,area,1990-2022,1.93343076329603,0.843781927412162,0.462168983631061,0.0219410528347538,18.376560107806,35.1228133998857,41.309791842433,33
world,"SouthCentralAsia",AnnualMean,pop,1990-2022,2.33978522439261,0.663631661323313,0.193749946789963,0.000422319287912522,13.7878714411201,35.7390299725138,43.2263426905702,33
world,"SouthCentralAsia",OSDMA8,area,1990-2022,2.35558478097118,0.636342769539496,0.208718930751049,0.000214113648142626,13.3472380324886,40.9195741494924,48.4574454486002,33
world,"SouthCentralAsia",OSDMA8,pop,1990-2022,3.08163221878023,0.559284205316858,-0.0247643492594422,3.58920286373275e-08,10.23837397055,41.1477310857078,51.0089541858046,33
areacode,"CONUS",AnnualMean,area,1990-2022,-0.0115552363542723,0.338906312458852,0.490227777571105,0.972800864698028,303.759852302861,39.2530825938807,39.216105837547,33
areacode,"CONUS",AnnualMean,pop,1990-2022,-0.196793716384701,0.219835375378466,0.235775061768878,0.370687263664757,34.3864538560348,39.4114429342313,38.7817030418003,33
areacode,"CONUS",OSDMA8,area,1990-2022,-1.06004738919217,0.532687359666801,0.576974169145348,0.0465910299122979,20.1880589120273,47.7222952626613,44.3301436172464,33
areacode,"CONUS",OSDMA8,pop,1990-2022,-1.6194671957995,0.400370655609441,0.384844906801926,5.23410370988005e-05,12.5812331984177,49.4780433783087,44.2957483517503,33
areacode,"Europe",AnnualMean,area,1990-2022,-0.186152698375721,0.330869135895605,0.476082669491205,0.573695512230101,46.8656275944054,35.33022694932,34.7345383145177,33
areacode,"Europe",AnnualMean,pop,1990-2022,0.0190788998917605,0.33000264612437,0.383845099419253,0.953896480115831,213.618675677032,34.1852338425093,34.246286322163,33
areacode,"Europe",OSDMA8,area,1990-2022,-0.917071663547427,0.356593104154352,0.34369711191406,0.0101183186280013,17.0154301942206,44.250281709774,41.3156523864223,33
areacode,"Europe",OSDMA8,pop,1990-2022,-0.821141648673673,0.403675640398259,0.325584224254751,0.0419352643376872,19.8947948297239,44.2071674307157,41.5795141549599,33
areacode,"EastAsia",AnnualMean,area,1990-2022,2.56216424528624,0.429326702668587,0.503721684049308,2.40376601567367e-09,9.70771712188678,33.0944981726902,41.2934237576062,33
