Threshold_ugm3,SlopePctPop_per_decade,pValue,StartPct,EndPct
60,0.613104688849143,0.18783021842731,94.0508194615306,90.5361269963559
70,4.5099415783991,1.68641806857599e-06,81.6169647679958,86.5443782020125
100,8.52507077023816,1.44451493040446e-06,5.5928099566295,40.7205842743864
