RegionSet,Region,Metric,Weighting,Year,Value,Ncells
Global,"Global",DJF,area,1990,31.0835725605819,18173
Global,"Global",DJF,area,1991,25.5524768714073,18173
Global,"Global",DJF,area,1992,24.5334838868854,18173
Global,"Global",DJF,area,1993,25.0463399711305,18173
Global,"Global",DJF,area,1994,25.9552901459411,18173
Global,"Global",DJF,area,1995,27.6987049648782,18173
Global,"Global",DJF,area,1996,26.9412606016436,18173
Global,"Global",DJF,area,1997,29.0445414956684,18173
Global,"Global",DJF,area,1998,28.5774904365905,18173
Global,"Global",DJF,area,1999,27.9311795596504,18173
Global,"Global",DJF,area,2000,28.3322049375207,18173
Global,"Global",DJF,area,2001,28.0884092129726,18173
Global,"Global",DJF,area,2002,28.4903511271909,18173
Global,"Global",DJF,area,2003,29.5852967934923,18173
Global,"Global",DJF,area,2004,29.1137068759039,18173
Global,"Global",DJF,area,2005,28.7959847629539,18173
Global,"Global",DJF,area,2006,28.4547871838745,18173
Global,"Global",DJF,area,2007,28.3218910618601,18173
Global,"Global",DJF,area,2008,30.7429138003747,18173
Global,"Global",DJF,area,2009,29.1923167340245,18173
Global,"Global",DJF,area,2010,30.0632409914738,18173
Global,"Global",DJF,area,2011,30.2435783297919,18173
Global,"Global",DJF,area,2012,29.8251915811761,18173
Global,"Global",DJF,area,2013,28.4369115945453,18173
Global,"Global",DJF,area,2014,27.933799448261,18173
Global,"Global",DJF,area,2015,29.3816970132607,18173
Global,"Global",DJF,area,2016,28.9750452393947,18173
Global,"Global",DJF,area,2017,30.1289134859436,18173
Global,"Global",DJF,area,2018,30.6712664898289,18173
Global,"Global",DJF,area,2019,30.5074253745722,18173
Global,"Global",DJF,area,2020,30.0460283053722,18173
Global,"Global",DJF,area,2021,30.421614291775,18173
Global,"Global",DJF,area,2022,32.5674807037965,18173
Global,"Global",DJF,pop,1990,32.4105495224274,18173
Global,"Global",DJF,pop,1991,29.3263563787447,18173
Global,"Global",DJF,pop,1992,27.8276620767133,18173
Global,"Global",DJF,pop,1993,27.9277221095167,18173
Global,"Global",DJF,pop,1994,29.3435510696164,18173
Global,"Global",DJF,pop,1995,31.533818395707,18173
Global,"Global",DJF,pop,1996,30.712283336093,18173
Global,"Global",DJF,pop,1997,32.7613809646383,18173
Global,"Global",DJF,pop,1998,32.1532086002434,18173
Global,"Global",DJF,pop,1999,32.6124443226754,18173
Global,"Global",DJF,pop,2000,30.7378174033283,18173
Global,"Global",DJF,pop,2001,31.5108732255307,18173
Global,"Global",DJF,pop,2002,31.380517168973,18173
Global,"Global",DJF,pop,2003,31.5145599701749,18173
Global,"Global",DJF,pop,2004,31.8118235039529,18173
Global,"Global",DJF,pop,2005,31.5139430005765,18173
Global,"Global",DJF,pop,2006,30.7010317564379,18173
Global,"Global",DJF,pop,2007,31.326479204464,18173
Global,"Global",DJF,pop,2008,34.4802268657751,18173
Global,"Global",DJF,pop,2009,33.0621050750445,18173
Global,"Global",DJF,pop,2010,32.745132734687,18173
Global,"Global",DJF,pop,2011,32.7262709678957,18173
Global,"Global",DJF,pop,2012,32.1797381567798,18173
Global,"Global",DJF,pop,2013,30.2283131158865,18173
Global,"Global",DJF,pop,2014,28.3378268945761,18173
Global,"Global",DJF,pop,2015,30.3802398568821,18173
Global,"Global",DJF,pop,2016,29.3669594440706,18173
Global,"Global",DJF,pop,2017,33.4856499980908,18173
Global,"Global",DJF,pop,2018,32.9240920778151,18173
Global,"Global",DJF,pop,2019,32.1321296071427,18173
Global,"Global",DJF,pop,2020,32.1105043774393,18173
Global,"Global",DJF,pop,2021,33.5347808690882,18173
Global,"Global",DJF,pop,2022,34.7381145075965,18173
Global,"Global",MAM,area,1990,36.0124263385956,18173
Global,"Global",MAM,area,1991,33.4404652727775,18173
Global,"Global",MAM,area,1992,33.5339593516982,18173
Global,"Global",MAM,area,1993,35.5782452142978,18173
Global,"Global",MAM,area,1994,33.4238429656386,18173
Global,"Global",MAM,area,1995,34.1033556192093,18173
Global,"Global",MAM,area,1996,37.7174450945739,18173
Global,"Global",MAM,area,1997,36.1084727855068,18173
Global,"Global",MAM,area,1998,35.3913915958403,18173
Global,"Global",MAM,area,1999,36.2991100324805,18173
Global,"Global",MAM,area,2000,35.7697285773409,18173
Global,"Global",MAM,area,2001,34.3280617912958,18173
Global,"Global",MAM,area,2002,36.4022306993774,18173
Global,"Global",MAM,area,2003,38.6384564358128,18173
Global,"Global",MAM,area,2004,37.1467735800347,18173
Global,"Global",MAM,area,2005,36.0290118696314,18173
Global,"Global",MAM,area,2006,35.9649979726198,18173
Global,"Global",MAM,area,2007,35.9487392811303,18173
Global,"Global",MAM,area,2008,37.8381056244909,18173
Global,"Global",MAM,area,2009,37.2171277040947,18173
Global,"Global",MAM,area,2010,37.0044216792196,18173
Global,"Global",MAM,area,2011,36.0024698437912,18173
Global,"Global",MAM,area,2012,37.0764391487703,18173
Global,"Global",MAM,area,2013,36.4276618124086,18173
Global,"Global",MAM,area,2014,35.899631762591,18173
Global,"Global",MAM,area,2015,36.0084621694123,18173
Global,"Global",MAM,area,2016,35.5215457474083,18173
Global,"Global",MAM,area,2017,36.2162649374215,18173
Global,"Global",MAM,area,2018,37.8966835406247,18173
Global,"Global",MAM,area,2019,38.1416903852342,18173
Global,"Global",MAM,area,2020,36.8618701714328,18173
Global,"Global",MAM,area,2021,37.2985017512443,18173
Global,"Global",MAM,area,2022,39.0498412258625,18173
Global,"Global",MAM,pop,1990,38.0111661670972,18173
Global,"Global",MAM,pop,1991,36.9457312107659,18173
Global,"Global",MAM,pop,1992,37.0750357777685,18173
Global,"Global",MAM,pop,1993,38.5820985981497,18173
Global,"Global",MAM,pop,1994,37.7178646599862,18173
Global,"Global",MAM,pop,1995,39.0441374171385,18173
Global,"Global",MAM,pop,1996,41.0721070962792,18173
Global,"Global",MAM,pop,1997,40.6802311762857,18173
Global,"Global",MAM,pop,1998,40.4982323513114,18173
Global,"Global",MAM,pop,1999,41.3901708762167,18173
Global,"Global",MAM,pop,2000,40.5004339715267,18173
Global,"Global",MAM,pop,2001,37.1103493981735,18173
Global,"Global",MAM,pop,2002,38.783737633824,18173
Global,"Global",MAM,pop,2003,42.3269560492369,18173
Global,"Global",MAM,pop,2004,41.5175041070071,18173
Global,"Global",MAM,pop,2005,40.0447163533672,18173
Global,"Global",MAM,pop,2006,40.3171971843948,18173
Global,"Global",MAM,pop,2007,41.9596945970807,18173
Global,"Global",MAM,pop,2008,43.8678850099575,18173
Global,"Global",MAM,pop,2009,43.887660408963,18173
Global,"Global",MAM,pop,2010,41.360111075957,18173
Global,"Global",MAM,pop,2011,40.9029225494244,18173
Global,"Global",MAM,pop,2012,43.7383311793771,18173
Global,"Global",MAM,pop,2013,40.2038503750536,18173
Global,"Global",MAM,pop,2014,42.4846031271216,18173
Global,"Global",MAM,pop,2015,41.7620044738054,18173
Global,"Global",MAM,pop,2016,40.3812642898446,18173
Global,"Global",MAM,pop,2017,44.846378882335,18173
Global,"Global",MAM,pop,2018,45.321933168507,18173
Global,"Global",MAM,pop,2019,44.3654087270029,18173
Global,"Global",MAM,pop,2020,43.6225406675372,18173
Global,"Global",MAM,pop,2021,42.8141533410649,18173
Global,"Global",MAM,pop,2022,45.4431262834594,18173
Global,"Global",JJA,area,1990,35.9063313997807,18173
Global,"Global",JJA,area,1991,33.9555874866285,18173
Global,"Global",JJA,area,1992,33.0588702312864,18173
Global,"Global",JJA,area,1993,33.8096608626188,18173
Global,"Global",JJA,area,1994,34.6965993946654,18173
Global,"Global",JJA,area,1995,33.5884948465168,18173
Global,"Global",JJA,area,1996,34.541198049552,18173
Global,"Global",JJA,area,1997,35.245925270952,18173
Global,"Global",JJA,area,1998,34.1735986435234,18173
Global,"Global",JJA,area,1999,33.4119650834065,18173
Global,"Global",JJA,area,2000,31.9178716075672,18173
Global,"Global",JJA,area,2001,34.2405649816901,18173
Global,"Global",JJA,area,2002,34.9928017383544,18173
Global,"Global",JJA,area,2003,36.5287356978672,18173
Global,"Global",JJA,area,2004,35.576617536888,18173
Global,"Global",JJA,area,2005,34.6982026566299,18173
Global,"Global",JJA,area,2006,35.3859702436953,18173
Global,"Global",JJA,area,2007,33.716977698527,18173
Global,"Global",JJA,area,2008,33.7309143033002,18173
Global,"Global",JJA,area,2009,32.8177070823955,18173
Global,"Global",JJA,area,2010,32.7926849388063,18173
Global,"Global",JJA,area,2011,33.7511660630193,18173
Global,"Global",JJA,area,2012,34.4352765278996,18173
Global,"Global",JJA,area,2013,30.8813969528415,18173
Global,"Global",JJA,area,2014,33.8556772607041,18173
Global,"Global",JJA,area,2015,32.9946278840583,18173
Global,"Global",JJA,area,2016,33.4377209913722,18173
Global,"Global",JJA,area,2017,34.0959712240861,18173
Global,"Global",JJA,area,2018,34.3920008807263,18173
Global,"Global",JJA,area,2019,35.0030114186737,18173
Global,"Global",JJA,area,2020,32.8138350169906,18173
Global,"Global",JJA,area,2021,35.7919278415193,18173
Global,"Global",JJA,area,2022,38.602521017424,18173
Global,"Global",JJA,pop,1990,37.0855780274966,18173
Global,"Global",JJA,pop,1991,35.3506475768559,18173
Global,"Global",JJA,pop,1992,33.4449824581451,18173
Global,"Global",JJA,pop,1993,35.5964281882395,18173
Global,"Global",JJA,pop,1994,35.8627689959862,18173
Global,"Global",JJA,pop,1995,35.9133687772421,18173
Global,"Global",JJA,pop,1996,36.0480059042404,18173
Global,"Global",JJA,pop,1997,37.4630798160627,18173
Global,"Global",JJA,pop,1998,35.9615205015245,18173
Global,"Global",JJA,pop,1999,36.1556635853004,18173
Global,"Global",JJA,pop,2000,33.4623063557134,18173
Global,"Global",JJA,pop,2001,35.9524531460447,18173
Global,"Global",JJA,pop,2002,37.1463784934893,18173
Global,"Global",JJA,pop,2003,42.8407011882613,18173
Global,"Global",JJA,pop,2004,37.581209517139,18173
Global,"Global",JJA,pop,2005,36.6005509094386,18173
Global,"Global",JJA,pop,2006,38.4033434497079,18173
Global,"Global",JJA,pop,2007,37.0813308752962,18173
Global,"Global",JJA,pop,2008,37.9867558629206,18173
Global,"Global",JJA,pop,2009,37.1922109202699,18173
Global,"Global",JJA,pop,2010,36.7273672207055,18173
Global,"Global",JJA,pop,2011,37.6637006381352,18173
Global,"Global",JJA,pop,2012,39.6863182493975,18173
Global,"Global",JJA,pop,2013,33.164492772563,18173
Global,"Global",JJA,pop,2014,40.91759991913,18173
Global,"Global",JJA,pop,2015,38.8299404402034,18173
Global,"Global",JJA,pop,2016,38.4104248867061,18173
Global,"Global",JJA,pop,2017,42.2222521307147,18173
Global,"Global",JJA,pop,2018,42.9042308146451,18173
Global,"Global",JJA,pop,2019,43.8081244272451,18173
Global,"Global",JJA,pop,2020,40.1508470207719,18173
Global,"Global",JJA,pop,2021,42.5148932041804,18173
Global,"Global",JJA,pop,2022,45.0049168694535,18173
Global,"Global",SON,area,1990,32.519043093257,18173
Global,"Global",SON,area,1991,26.5133209186594,18173
Global,"Global",SON,area,1992,26.4445138151924,18173
Global,"Global",SON,area,1993,26.4100219793446,18173
Global,"Global",SON,area,1994,27.9827910080709,18173
Global,"Global",SON,area,1995,27.0967659441408,18173
Global,"Global",SON,area,1996,28.3795262902375,18173
Global,"Global",SON,area,1997,29.6758015644007,18173
Global,"Global",SON,area,1998,30.42315146571,18173
Global,"Global",SON,area,1999,29.9793236217185,18173
Global,"Global",SON,area,2000,28.5324821348596,18173
Global,"Global",SON,area,2001,28.094903226072,18173
Global,"Global",SON,area,2002,31.7312628925748,18173
Global,"Global",SON,area,2003,29.3873422628264,18173
Global,"Global",SON,area,2004,29.6264722965294,18173
Global,"Global",SON,area,2005,30.2149005259444,18173
Global,"Global",SON,area,2006,29.6571616426462,18173
Global,"Global",SON,area,2007,31.3453141360338,18173
Global,"Global",SON,area,2008,29.1127314746255,18173
Global,"Global",SON,area,2009,29.643184538402,18173
Global,"Global",SON,area,2010,29.9958699394984,18173
Global,"Global",SON,area,2011,30.1307475182345,18173
Global,"Global",SON,area,2012,30.4360774642165,18173
Global,"Global",SON,area,2013,29.432106011607,18173
Global,"Global",SON,area,2014,29.5329963367021,18173
Global,"Global",SON,area,2015,30.427459152488,18173
Global,"Global",SON,area,2016,28.5563856853667,18173
Global,"Global",SON,area,2017,30.0283803681404,18173
Global,"Global",SON,area,2018,30.0414737498787,18173
Global,"Global",SON,area,2019,31.1010032510808,18173
Global,"Global",SON,area,2020,30.9120326503123,18173
Global,"Global",SON,area,2021,30.9818128693026,18173
Global,"Global",SON,area,2022,34.4581964278231,18173
Global,"Global",SON,pop,1990,34.0204045895245,18173
Global,"Global",SON,pop,1991,30.1961598493067,18173
Global,"Global",SON,pop,1992,28.2867838545996,18173
Global,"Global",SON,pop,1993,29.5099503590335,18173
Global,"Global",SON,pop,1994,31.0861589594879,18173
Global,"Global",SON,pop,1995,30.4431416659589,18173
Global,"Global",SON,pop,1996,31.0308639569518,18173
Global,"Global",SON,pop,1997,33.477769149795,18173
Global,"Global",SON,pop,1998,33.3073601691728,18173
Global,"Global",SON,pop,1999,33.3483245177233,18173
Global,"Global",SON,pop,2000,30.4274332788867,18173
Global,"Global",SON,pop,2001,31.6224927703374,18173
Global,"Global",SON,pop,2002,36.6933921968505,18173
Global,"Global",SON,pop,2003,32.4384884689624,18173
Global,"Global",SON,pop,2004,32.7621924525934,18173
Global,"Global",SON,pop,2005,33.1866780234495,18173
Global,"Global",SON,pop,2006,34.3134569675819,18173
Global,"Global",SON,pop,2007,36.3759869604319,18173
Global,"Global",SON,pop,2008,34.1472197294359,18173
Global,"Global",SON,pop,2009,33.7195293089473,18173
Global,"Global",SON,pop,2010,33.8695345087661,18173
Global,"Global",SON,pop,2011,33.6274162784175,18173
Global,"Global",SON,pop,2012,34.3673660195817,18173
Global,"Global",SON,pop,2013,32.3117748873202,18173
Global,"Global",SON,pop,2014,33.5116574000728,18173
Global,"Global",SON,pop,2015,34.2033999623494,18173
Global,"Global",SON,pop,2016,31.9779364578966,18173
Global,"Global",SON,pop,2017,34.9667536402654,18173
Global,"Global",SON,pop,2018,36.3535351312939,18173
Global,"Global",SON,pop,2019,36.4196943146129,18173
Global,"Global",SON,pop,2020,36.3329141925912,18173
Global,"Global",SON,pop,2021,36.5954482808441,18173
Global,"Global",SON,pop,2022,39.3161863285918,18173
Global,"Global",SeasonAmp,area,1990,6.29984446807883,18173
Global,"Global",SeasonAmp,area,1991,15.5256070392155,18173
Global,"Global",SeasonAmp,area,1992,15.6746504527566,18173
Global,"Global",SeasonAmp,area,1993,16.3910113952733,18173
Global,"Global",SeasonAmp,area,1994,15.474447503347,18173
Global,"Global",SeasonAmp,area,1995,14.6271243554917,18173
Global,"Global",SeasonAmp,area,1996,16.0938944490337,18173
Global,"Global",SeasonAmp,area,1997,15.2834172025399,18173
Global,"Global",SeasonAmp,area,1998,14.4044485972564,18173
Global,"Global",SeasonAmp,area,1999,15.3393964513267,18173
Global,"Global",SeasonAmp,area,2000,15.1884974933993,18173
Global,"Global",SeasonAmp,area,2001,15.3583898103426,18173
Global,"Global",SeasonAmp,area,2002,14.1546793645642,18173
Global,"Global",SeasonAmp,area,2003,16.4247092449114,18173
Global,"Global",SeasonAmp,area,2004,14.4631260636964,18173
Global,"Global",SeasonAmp,area,2005,14.6828642564882,18173
Global,"Global",SeasonAmp,area,2006,13.9236063323587,18173
Global,"Global",SeasonAmp,area,2007,13.8051955829115,18173
Global,"Global",SeasonAmp,area,2008,14.2947526485355,18173
Global,"Global",SeasonAmp,area,2009,13.8648894482816,18173
Global,"Global",SeasonAmp,area,2010,13.7664239303784,18173
Global,"Global",SeasonAmp,area,2011,13.9897146513493,18173
Global,"Global",SeasonAmp,area,2012,14.5709099205674,18173
Global,"Global",SeasonAmp,area,2013,14.5171833623543,18173
Global,"Global",SeasonAmp,area,2014,15.1658114453006,18173
Global,"Global",SeasonAmp,area,2015,14.0352126178253,18173
Global,"Global",SeasonAmp,area,2016,13.1586082957423,18173
Global,"Global",SeasonAmp,area,2017,13.1677165245885,18173
Global,"Global",SeasonAmp,area,2018,13.8288081112239,18173
Global,"Global",SeasonAmp,area,2019,14.3983642752311,18173
Global,"Global",SeasonAmp,area,2020,12.8148000257152,18173
Global,"Global",SeasonAmp,area,2021,13.1829879788541,18173
Global,"Global",SeasonAmp,area,2022,9.74624573494081,18173
Global,"Global",SeasonAmp,pop,1990,6.78291380303362,18173
Global,"Global",SeasonAmp,pop,1991,16.8238241410352,18173
Global,"Global",SeasonAmp,pop,1992,17.876006985982,18173
Global,"Global",SeasonAmp,pop,1993,17.007286490876,18173
Global,"Global",SeasonAmp,pop,1994,16.8981106358499,18173
Global,"Global",SeasonAmp,pop,1995,16.7807299673984,18173
Global,"Global",SeasonAmp,pop,1996,17.0449500978843,18173
Global,"Global",SeasonAmp,pop,1997,16.9457005183199,18173
Global,"Global",SeasonAmp,pop,1998,17.3236733891131,18173
Global,"Global",SeasonAmp,pop,1999,17.9857962192128,18173
Global,"Global",SeasonAmp,pop,2000,18.6684280947461,18173
Global,"Global",SeasonAmp,pop,2001,17.9465012623247,18173
Global,"Global",SeasonAmp,pop,2002,15.9379693242717,18173
Global,"Global",SeasonAmp,pop,2003,19.1826952815969,18173
Global,"Global",SeasonAmp,pop,2004,16.1834808617586,18173
Global,"Global",SeasonAmp,pop,2005,16.3746524130153,18173
Global,"Global",SeasonAmp,pop,2006,16.9912709347013,18173
Global,"Global",SeasonAmp,pop,2007,17.1671646889028,18173
Global,"Global",SeasonAmp,pop,2008,17.6764032721888,18173
Global,"Global",SeasonAmp,pop,2009,16.6341524430784,18173
Global,"Global",SeasonAmp,pop,2010,16.2462375347207,18173
Global,"Global",SeasonAmp,pop,2011,17.9715560091718,18173
Global,"Global",SeasonAmp,pop,2012,18.3965800847504,18173
Global,"Global",SeasonAmp,pop,2013,18.6013012557977,18173
Global,"Global",SeasonAmp,pop,2014,21.1307073392534,18173
Global,"Global",SeasonAmp,pop,2015,19.1654943460403,18173
Global,"Global",SeasonAmp,pop,2016,17.8077334407683,18173
Global,"Global",SeasonAmp,pop,2017,19.1863444311375,18173
Global,"Global",SeasonAmp,pop,2018,18.5947936076734,18173
Global,"Global",SeasonAmp,pop,2019,20.2036863902446,18173
Global,"Global",SeasonAmp,pop,2020,17.1852297356418,18173
Global,"Global",SeasonAmp,pop,2021,16.6797331000937,18173
Global,"Global",SeasonAmp,pop,2022,14.5994744681212,18173
world,"Africa",DJF,area,1990,36.5214264575128,2888
world,"Africa",DJF,area,1991,25.1710106381616,2888
world,"Africa",DJF,area,1992,21.9242450604397,2888
world,"Africa",DJF,area,1993,21.4780958334532,2888
world,"Africa",DJF,area,1994,23.6194280618388,2888
world,"Africa",DJF,area,1995,27.3292575639332,2888
world,"Africa",DJF,area,1996,24.8596491272722,2888
world,"Africa",DJF,area,1997,32.0990877016752,2888
world,"Africa",DJF,area,1998,28.9795830443798,2888
world,"Africa",DJF,area,1999,26.9825637893071,2888
world,"Africa",DJF,area,2000,30.5363638248892,2888
world,"Africa",DJF,area,2001,30.0620621662891,2888
world,"Africa",DJF,area,2002,28.6901283711839,2888
world,"Africa",DJF,area,2003,31.1012989915457,2888
world,"Africa",DJF,area,2004,29.779323526098,2888
world,"Africa",DJF,area,2005,29.1441816541821,2888
world,"Africa",DJF,area,2006,28.1180918883046,2888
world,"Africa",DJF,area,2007,29.5283744032468,2888
world,"Africa",DJF,area,2008,31.5313112163516,2888
world,"Africa",DJF,area,2009,31.2123481503136,2888
world,"Africa",DJF,area,2010,31.6415736455683,2888
world,"Africa",DJF,area,2011,33.4919458620428,2888
world,"Africa",DJF,area,2012,32.3645629845177,2888
world,"Africa",DJF,area,2013,28.8323456634065,2888
world,"Africa",DJF,area,2014,32.7823933690531,2888
world,"Africa",DJF,area,2015,34.292137290213,2888
world,"Africa",DJF,area,2016,33.3252120629147,2888
world,"Africa",DJF,area,2017,34.1886774066183,2888
world,"Africa",DJF,area,2018,34.6977316621489,2888
world,"Africa",DJF,area,2019,32.5987322447617,2888
world,"Africa",DJF,area,2020,31.8732586333914,2888
world,"Africa",DJF,area,2021,33.1401609737811,2888
world,"Africa",DJF,area,2022,34.5453779089048,2888
world,"Africa",DJF,pop,1990,37.660208356823,2888
world,"Africa",DJF,pop,1991,28.2041837464936,2888
world,"Africa",DJF,pop,1992,26.1157675314323,2888
world,"Africa",DJF,pop,1993,24.1028399356916,2888
world,"Africa",DJF,pop,1994,26.982768385751,2888
world,"Africa",DJF,pop,1995,29.9378062943538,2888
world,"Africa",DJF,pop,1996,27.4678810001786,2888
world,"Africa",DJF,pop,1997,34.571303274416,2888
world,"Africa",DJF,pop,1998,31.9796882631975,2888
world,"Africa",DJF,pop,1999,29.6704533182641,2888
world,"Africa",DJF,pop,2000,32.1195267494714,2888
world,"Africa",DJF,pop,2001,32.045506770595,2888
world,"Africa",DJF,pop,2002,30.2565824221741,2888
world,"Africa",DJF,pop,2003,32.785921107489,2888
world,"Africa",DJF,pop,2004,31.8834328087967,2888
world,"Africa",DJF,pop,2005,32.2081871373759,2888
world,"Africa",DJF,pop,2006,30.12765447114,2888
world,"Africa",DJF,pop,2007,31.0630021435539,2888
world,"Africa",DJF,pop,2008,34.4169306116084,2888
world,"Africa",DJF,pop,2009,33.5249868362041,2888
world,"Africa",DJF,pop,2010,34.4237180378504,2888
world,"Africa",DJF,pop,2011,35.6376306562885,2888
world,"Africa",DJF,pop,2012,34.8399844942737,2888
world,"Africa",DJF,pop,2013,30.1359089232057,2888
world,"Africa",DJF,pop,2014,33.8665324535121,2888
world,"Africa",DJF,pop,2015,35.6761621469505,2888
world,"Africa",DJF,pop,2016,34.4087482623881,2888
world,"Africa",DJF,pop,2017,35.2415240153023,2888
world,"Africa",DJF,pop,2018,35.8664581461837,2888
world,"Africa",DJF,pop,2019,33.9215840584459,2888
world,"Africa",DJF,pop,2020,32.7682337163446,2888
world,"Africa",DJF,pop,2021,34.2944780394377,2888
world,"Africa",DJF,pop,2022,35.0902094049668,2888
world,"Africa",MAM,area,1990,40.3105589213025,2888
world,"Africa",MAM,area,1991,32.5055318207355,2888
world,"Africa",MAM,area,1992,31.8565340378107,2888
world,"Africa",MAM,area,1993,32.026010929161,2888
world,"Africa",MAM,area,1994,30.0437029346342,2888
world,"Africa",MAM,area,1995,32.4757631156871,2888
world,"Africa",MAM,area,1996,35.2018195156724,2888
world,"Africa",MAM,area,1997,34.1790867827998,2888
world,"Africa",MAM,area,1998,31.7437138238742,2888
world,"Africa",MAM,area,1999,32.4897773797916,2888
world,"Africa",MAM,area,2000,34.8393837537439,2888
world,"Africa",MAM,area,2001,31.4521713761191,2888
world,"Africa",MAM,area,2002,34.6637383204922,2888
world,"Africa",MAM,area,2003,40.3287332549708,2888
world,"Africa",MAM,area,2004,33.8850605413625,2888
world,"Africa",MAM,area,2005,33.4160797103652,2888
world,"Africa",MAM,area,2006,32.5713386675402,2888
world,"Africa",MAM,area,2007,33.8931990640529,2888
world,"Africa",MAM,area,2008,33.9493488661906,2888
world,"Africa",MAM,area,2009,34.7199508252808,2888
world,"Africa",MAM,area,2010,35.7234296630946,2888
world,"Africa",MAM,area,2011,37.071000761081,2888
world,"Africa",MAM,area,2012,36.3214126380958,2888
world,"Africa",MAM,area,2013,36.4478315936496,2888
world,"Africa",MAM,area,2014,37.2629185488999,2888
world,"Africa",MAM,area,2015,36.6288346411986,2888
world,"Africa",MAM,area,2016,37.5183748632469,2888
world,"Africa",MAM,area,2017,37.6977492950586,2888
world,"Africa",MAM,area,2018,36.5557011863778,2888
world,"Africa",MAM,area,2019,37.152218839605,2888
world,"Africa",MAM,area,2020,36.3841336796337,2888
world,"Africa",MAM,area,2021,36.82435949625,2888
world,"Africa",MAM,area,2022,38.2057216881405,2888
world,"Africa",MAM,pop,1990,40.1228133441442,2888
world,"Africa",MAM,pop,1991,33.7693421683351,2888
world,"Africa",MAM,pop,1992,32.1494362901579,2888
world,"Africa",MAM,pop,1993,33.636827812199,2888
world,"Africa",MAM,pop,1994,29.6989671219868,2888
world,"Africa",MAM,pop,1995,32.8830771772248,2888
world,"Africa",MAM,pop,1996,35.2072245796124,2888
world,"Africa",MAM,pop,1997,34.790189329365,2888
world,"Africa",MAM,pop,1998,32.8875110361055,2888
world,"Africa",MAM,pop,1999,32.4662540360841,2888
world,"Africa",MAM,pop,2000,35.623918744147,2888
world,"Africa",MAM,pop,2001,31.6511982559299,2888
world,"Africa",MAM,pop,2002,35.1962191734919,2888
world,"Africa",MAM,pop,2003,40.1224896215036,2888
world,"Africa",MAM,pop,2004,34.4867193627764,2888
world,"Africa",MAM,pop,2005,33.6990135897899,2888
world,"Africa",MAM,pop,2006,32.5181248576255,2888
world,"Africa",MAM,pop,2007,34.7736935957631,2888
world,"Africa",MAM,pop,2008,34.8109706129432,2888
world,"Africa",MAM,pop,2009,35.2133919895474,2888
world,"Africa",MAM,pop,2010,37.0511991448539,2888
world,"Africa",MAM,pop,2011,38.2402311959692,2888
world,"Africa",MAM,pop,2012,37.6345173989407,2888
world,"Africa",MAM,pop,2013,36.2418499770312,2888
world,"Africa",MAM,pop,2014,38.1395909412245,2888
world,"Africa",MAM,pop,2015,37.4113316884552,2888
world,"Africa",MAM,pop,2016,37.9840491939686,2888
world,"Africa",MAM,pop,2017,38.3802117759114,2888
world,"Africa",MAM,pop,2018,36.5898741163226,2888
world,"Africa",MAM,pop,2019,37.6888434583093,2888
world,"Africa",MAM,pop,2020,36.0951209415401,2888
world,"Africa",MAM,pop,2021,36.8218020421442,2888
world,"Africa",MAM,pop,2022,37.8221779590039,2888
world,"Africa",JJA,area,1990,40.4299218990968,2888
world,"Africa",JJA,area,1991,35.5320702978149,2888
world,"Africa",JJA,area,1992,36.701142047081,2888
world,"Africa",JJA,area,1993,38.4368054665276,2888
world,"Africa",JJA,area,1994,35.8131157091815,2888
world,"Africa",JJA,area,1995,36.5008980812801,2888
world,"Africa",JJA,area,1996,37.4289820488456,2888
world,"Africa",JJA,area,1997,37.5179873569437,2888
world,"Africa",JJA,area,1998,36.7821917178925,2888
world,"Africa",JJA,area,1999,36.1132915326013,2888
world,"Africa",JJA,area,2000,36.5254305644463,2888
world,"Africa",JJA,area,2001,37.0325144423251,2888
world,"Africa",JJA,area,2002,37.5567742374343,2888
world,"Africa",JJA,area,2003,40.761551265239,2888
world,"Africa",JJA,area,2004,32.682930864273,2888
world,"Africa",JJA,area,2005,37.0345754663758,2888
world,"Africa",JJA,area,2006,36.3320897910945,2888
world,"Africa",JJA,area,2007,35.77163723236,2888
world,"Africa",JJA,area,2008,34.7271027721901,2888
world,"Africa",JJA,area,2009,34.9303653596344,2888
world,"Africa",JJA,area,2010,32.6609148864091,2888
world,"Africa",JJA,area,2011,38.9244676454558,2888
world,"Africa",JJA,area,2012,37.2506822220859,2888
world,"Africa",JJA,area,2013,34.1311377591491,2888
world,"Africa",JJA,area,2014,36.4084875953853,2888
world,"Africa",JJA,area,2015,40.2523931296595,2888
world,"Africa",JJA,area,2016,39.2858936802088,2888
world,"Africa",JJA,area,2017,38.4030909010061,2888
world,"Africa",JJA,area,2018,36.2684998317692,2888
world,"Africa",JJA,area,2019,37.4801093792328,2888
world,"Africa",JJA,area,2020,35.10189801427,2888
world,"Africa",JJA,area,2021,37.3556265008754,2888
world,"Africa",JJA,area,2022,38.5237529646248,2888
world,"Africa",JJA,pop,1990,40.1233593596482,2888
world,"Africa",JJA,pop,1991,35.8546187313686,2888
world,"Africa",JJA,pop,1992,36.3301844088698,2888
world,"Africa",JJA,pop,1993,38.3750861971564,2888
world,"Africa",JJA,pop,1994,34.7523917245838,2888
world,"Africa",JJA,pop,1995,35.9531695527281,2888
world,"Africa",JJA,pop,1996,36.2473913919194,2888
world,"Africa",JJA,pop,1997,37.4155919042356,2888
